"ADDRESS" "GEOADDRESS" "MUNICIPALITY" "TYPE" "BALCONY" "CLOSING_PRICE" "INCREASE_ABS" "INCREASE_REL" "PRICE_M2" "ROOMS" "AREA" "DRIFT" "SOLD" "LONGITUDE" "LATITUDE" "ID"
"Frejgatan 8" "frejgatan 8, 114 20 stockholm, sweden" "Stockholm" "Apartment" "No" 8920000 170000 0.0194285714285714 105421.686746988 4 83 9103 "2023-09-26" 18.060531 59.3483589 662
"Stenbockens gata 119" "stenbockens gata 119, 136 62 haninge, sweden" "Haninge" "Apartment" "Yes" 1360000 0 0 20606.0606060606 2 66 4020 "2023-09-26" 18.17587 59.1684397 663
"Nockeby Backe 4" "nockeby backe 4, 168 40 bromma, sweden" "Stockholm" "Apartment" "Yes" 3650000 255000 0.0751104565537555 53046.875 2 64 12120 "2023-09-26" 17.9167293 59.3303218 664
"Alströmergatan 32I" "alströmergatan 32i, 112 47 stockholm, sweden" "Stockholm" "Apartment" "Yes" 6550000 555000 0.0925771476230193 98278.6885245902 3 61 12000 "2023-09-26" 18.0265632 59.3374607 665
"Runvägen 1" "runvägen 1, 184 41 åkersberga, sweden" "Österåker" "Apartment" "Yes" 2200000 -50000 -0.0222222222222223 47872.3404255319 2 47 7800 "2023-09-26" 18.2898823 59.4810845 666
"Lundagatan 40B" "lundagatan 40b, 117 27 stockholm, sweden" "Stockholm" "Apartment" "No" 3425000 150000 0.0458015267175573 90972.2222222222 2 36 3600 "2023-09-26" 18.0453513 59.3187506 667
"Odengatan 6 A, 2 tr" "odengatan 6a, 2 tr, 114 24 stockholm, sweden" "Stockholm" "Apartment" "Yes" 5700000 305000 0.0565338276181651 119888.888888889 2 45 1238 "2023-09-26" 18.064964 59.3468587 668
"Tegelviksgatan 34" "tegelviksgatan 34, 116 41 stockholm, sweden" "Stockholm" "Apartment" "No" 6650000 -50000 -0.0074626865671642 77456.6473988439 3 86.5 12300 "2023-09-26" 18.097622 59.3101714 669
"Svartlösavägen 207" "svartlösavägen 207, 125 52 älvsjö, sweden" "Stockholm" "Villa" "No" 5800000 0 0 84302.3255813954 4 68.8 33000 "2023-09-26" 17.9773271 59.2695681 670
"Kolbäcksgränd 5" "kolbäcksgränd 5, 128 46 bagarmossen, sweden" "Stockholm" "Apartment" "Yes" 3075000 80000 0.026711185308848 51637.9310344828 2 58 6720 "2023-09-26" 18.1393618 59.277487 671
"Åkerbyvägen 98, 2tr" "åkerbyvägen 98, 2tr, 183 35 täby, sweden" "Täby" "Apartment" "Yes" 4300000 305000 0.0763454317897372 35990.990990991 4 111 7200 "2023-09-26" 18.0718186 59.4466124 672
"Tellusborgsvägen 92, vån 6 av 6" "tellusborgsvägen 92, vån 6, 126 28 hägersten, sweden" "Stockholm" "Apartment" "Yes" 3150000 0 0 80769.2307692308 2 39 6500 "2023-09-26" 18.0014302 59.2986728 673
"Byalagsvägen 40" "byalagsvägen 40, 187 45 täby, sweden" "Täby" "Terrace" "No" 5900000 -295000 -0.0476190476190477 52500 5 118 47497 "2023-09-26" 18.0365924 59.4430088 674
"Granbacken 9" "granbacken 9, 168 69 bromma, sweden" "Stockholm" "Apartment" "No" 2500000 305000 0.138952164009112 52261.9047619048 2 42 8196 "2023-09-26" 17.9619398 59.344467 675
"Slättgårdsvägen 99 Vån 1" "slättgårdsvägen 99, vån 1, 129 44 hägersten, sweden" "Stockholm" "Apartment" "Yes" 4750000 860000 0.221079691516709 37877.3125608569 4 102.7 20144 "2023-09-26" 17.9510831 59.2907119 676
"Alpvägen 1, 3 tr." "alpvägen 1, 3 tr, 168 65 bromma, sweden" "Stockholm" "Apartment" "Yes" 3995000 0 0 51217.9487179487 4 78 13700 "2023-09-26" 17.9564427 59.3616784 677
"Råcksta Gårdsväg 28" "råcksta gårdsväg 28, 162 73 vällingby, sweden" "Stockholm" "Apartment" "No" 3260000 65000 0.0203442879499218 42600 3 75 7704 "2023-09-26" 17.8859016 59.3552309 678
"Söderarmsvägen 15, 2 tr" "söderarmsvägen 15, 2 tr, 121 54 johanneshov, sweden" "Stockholm" "Apartment" "Yes" 3300000 605000 0.224489795918367 45677.9661016949 2 59 6708 "2023-09-26" 18.1098698 59.2863027 679
"Norra Stationsgatan 64B" "norra stationsgatan 64b, 113 67 stockholm, sweden" "Stockholm" "Apartment" "Yes" 7300000 0 0 100689.655172414 3 72.5 14657 "2023-09-26" 18.037674 59.3480235 680
"Floravägen 16" "floravägen 16, 181 32 lidingö, sweden" "Lidingö" "Villa" "No" 17650000 -150000 -0.0084269662921348 95187.1657754011 9 187 62100 "2023-09-26" 18.1358756 59.3633212 681
"Radiovägen 17" "radiovägen 17, 181 55 lidingö, sweden" "Lidingö" "Apartment" "No" 5450000 155000 0.0292728989612843 74577.4647887324 2 71 8200 "2023-09-26" 18.1604786 59.3436636 682
"Läckövägen 33, 3/3 Tr" "läckövägen 33, 121 50 johanneshov, sweden" "Stockholm" "Apartment" "Yes" 3215000 520000 0.192949907235622 65731.7073170732 2 41 10950 "2023-09-26" 18.112676 59.296275 683
"Radiusbacken 6" "radiusbacken 6, 126 29 hägersten, sweden" "Stockholm" "Apartment" "Yes" 2845000 350000 0.140280561122244 60853.6585365854 2 41 6000 "2023-09-26" 18.0033694 59.2981525 684
"Bjulevägen 22" "bjulevägen 22, 122 41 enskede, sweden" "Stockholm" "Apartment" "No" 2375000 0 0 31250 3 76 12624 "2023-09-26" 18.0429249 59.2813155 685
"Kanalstigen 30" "kanalstigen 30, 172 75 sundbyberg, sweden" "Sundbyberg" "Apartment" "Yes" 3810000 315000 0.0901287553648069 57768.5950413223 3 60.5 17332 "2023-09-26" 17.9575445 59.3678482 686
"Ullvidevägen 65" "ullvidevägen 65, 162 44 vällingby, sweden" "Stockholm" "Apartment" "No" 2650000 -45000 -0.0166975881261595 29615.3846153846 3 91 4200 "2023-09-26" 17.8614152 59.375909 687
"Skånegatan 74" "skånegatan 74, 116 37 stockholm, sweden" "Stockholm" "Apartment" "No" 3900000 -95000 -0.0237797246558198 99875 3 40 12356 "2023-09-26" 18.0785752 59.3120115 688
"Sibbarpsgränd 7" "sibbarpsgränd 7, 125 73 älvsjö, sweden" "Stockholm" "Apartment" "Yes" 3050000 891822 0.41322912197233 22717.6631578947 4 95 21509 "2023-09-26" 18.035199 59.2895209 689
"Fabriksvägen 8, 13tr" "fabriksvägen 8, 176 71 järfälla, sweden" "Järfälla" "Apartment" "Yes" 4500000 -50000 -0.0109890109890109 62328.7671232877 3 73 4380 "2023-09-26" 17.8022749 59.4544827 690
"Pilgatan 21" "pilgatan 21, 112 23 stockholm, sweden" "Stockholm" "Apartment" "Yes" 3525000 30000 0.00858369098712441 83214.2857142857 2 42 3897 "2023-09-26" 18.039463 59.3299983 691
"Beckasinvägen 43 A" "beckasinvägen 43a, 131 44 nacka, sweden" "Nacka" "Apartment" "Yes" 2220000 20000 0.00909090909090904 44000 2 50 4800 "2023-09-26" 18.2094998 59.3112805 692
"Gränsgatan 22" "gränsgatan 22, 169 36 solna, sweden" "Solna" "Apartment" "Yes" 2995000 0 0 74875 2 40 3803 "2023-09-26" 17.9781144 59.3638701 693
"Bränningevägen 40, 3 tr" "bränningevägen 40, 3 tr, 120 58 årsta, sweden" "Stockholm" "Apartment" "Yes" 3400000 425000 0.142857142857143 53125 2 56 3900 "2023-09-26" 18.0446172 59.30047 694
"Fredhällsgatan 1" "fredhällsgatan 1, 112 54 stockholm, sweden" "Stockholm" "Apartment" "No" 5e+06 5000 0.00100100100100109 66600 2 75 17321 "2023-09-26" 18.0023224 59.3314015 695
"Vaxmoravägen 17" "vaxmoravägen 17, 192 48 sollentuna, sweden" "Sollentuna" "Villa" "No" 11500000 -450000 -0.0376569037656904 60969.387755102 8 196 39136 "2023-09-26" 17.9491129 59.4532554 696
"Vikingagatan 13, 3,5 tr" "vikingagatan 13, 113 42 stockholm, sweden" "Stockholm" "Apartment" "No" 7250000 5e+05 0.0740740740740742 107142.857142857 2 63 10391 "2023-09-26" 18.0331155 59.3415139 697
"Tisdagsvägen 12" "tisdagsvägen 12, 123 60 farsta, sweden" "Stockholm" "Apartment" "Yes" 2850000 455000 0.189979123173278 46057.6923076923 2 52 8503 "2023-09-25" 18.089055 59.2578981 698
"Oxenstiernas väg 13" "oxenstiernas väg 13, 184 32 åkersberga, sweden" "Österåker" "Terrace" "Yes" 3750000 -245000 -0.0613266583229036 39950 5 100 59838 "2023-09-25" 18.2822193 59.4948133 699
"Centralvägen 17, 3tr" "centralvägen 17, 3tr, 171 68 solna, sweden" "Solna" "Apartment" "Yes" 7100000 605000 0.0931485758275596 49204.5454545455 6 132 10720 "2023-09-25" 18.0009533 59.3582941 700
"Århusgatan 16" "århusgatan 16, 164 45 kista, sweden" "Stockholm" "Terrace" "No" 4930000 135000 0.0281543274244005 33767.6056338028 6 142 45244 "2023-09-25" 17.9315257 59.4017104 701
"Gamla Kyrkvägen 12" "gamla kyrkvägen 12, 141 71 segeltorp, sweden" "Huddinge" "Terrace" "No" 6821000 346000 0.0534362934362935 51800 5 125 48774 "2023-09-25" 17.9485779 59.2767919 702
"Emaljvägen 12 " "emaljvägen 12, 176 73 järfälla, sweden" "Järfälla" "Apartment" "Yes" 1500000 75000 0.0526315789473684 36075.9493670886 2 39.5 3600 "2023-09-25" 17.8090731 59.4571282 703
"Nysättravägen 17C" "nysättravägen 17c, 152 49 södertälje, sweden" "Södertälje" "Apartment" "Yes" 1595000 0 0 23115.9420289855 3 69 11407 "2023-09-25" 17.6357 59.210684 704
"Rämensvägen 21" "rämensvägen 21, 120 55 årsta, sweden" "Stockholm" "Apartment" "No" 2800000 305000 0.122244488977956 59404.7619047619 2 42 6000 "2023-09-25" 18.0475028 59.295736 705
"Baltzar von Platens gata 7C" "baltzar von platens gata 7c, 112 42 stockholm, sweden" "Stockholm" "Apartment" "No" 2675000 180000 0.0721442885771544 118809.523809524 1 21 4860 "2023-09-25" 18.0313793 59.3296733 706
"Skimmelvägen 13" "skimmelvägen 13, 125 32 älvsjö, sweden" "Stockholm" "Villa" "No" 7800000 -650000 -0.0769230769230769 58275.8620689655 6 145 66035 "2023-09-25" 17.9900476 59.2833883 707
"Spannvägen 11" "spannvägen 11, 168 35 bromma, sweden" "Stockholm" "Apartment" "Yes" 2725000 275000 0.112244897959184 63636.3636363636 2 38.5 3600 "2023-09-25" 17.9461149 59.3364674 708
"Fagerlidsvägen 5" "fagerlidsvägen 5, 146 30 tullinge, sweden" "Botkyrka" "Apartment" "No" 1400000 5000 0.00358422939068093 42272.7272727273 1 33 4800 "2023-09-25" 17.9068196 59.2072047 709
"Vigelsjövägen 20 A" "vigelsjövägen 20a, 761 52 norrtälje, sweden" "Norrtälje" "Apartment" "Yes" 1475000 -20000 -0.0133779264214047 18924.0506329114 3 79 7340 "2023-09-25" 18.680752 59.7620382 710
"Rullstensvägen 3" "rullstensvägen 3, 187 34 täby, sweden" "Täby" "Villa" "No" 8550000 1e+05 0.0118343195266273 61231.884057971 5 138 26912 "2023-09-25" 18.0453236 59.4577862 711
"Timotejgatan 8" "timotejgatan 8, 118 59 stockholm, sweden" "Stockholm" "Apartment" "No" 3200000 205000 0.0684474123539232 85571.4285714286 1 35 2306 "2023-09-25" 18.0663154 59.3069955 712
"Tallsättravägen 179" "tallsättravägen 179, 184 61 åkersberga, sweden" "Österåker" "Terrace" "No" 2605000 -94000 -0.0348277139681363 29659.3406593407 4 91 27300 "2023-09-25" 18.3293894 59.4785338 713
"Höjdgatan 11A" "höjdgatan 11a, 134 31 gustavsberg, sweden" "Värmdö" "Apartment" "No" 4750000 -45000 -0.00938477580813346 71567.1641791045 3 67 13672 "2023-09-25" 18.384907 59.3290567 714
"Frestavägen 24" "frestavägen 24, 192 54 sollentuna, sweden" "Sollentuna" "Apartment" "Yes" 3500000 -95000 -0.0264255910987483 43841.4634146341 3 82 9936 "2023-09-25" 17.9511846 59.4473861 715
"LM Ericssons Väg 21, 1 tr" "lm ericssons väg 21, 1 tr, 126 37 hägersten, sweden" "Stockholm" "Apartment" "No" 2850000 155000 0.0575139146567718 78115.9420289855 2 34.5 6950 "2023-09-25" 17.9960446 59.2997149 716
"Forsbackagatan 32" "forsbackagatan 32, 123 43 farsta, sweden" "Stockholm" "Terrace" "No" 5050000 -2e+05 -0.0380952380952381 57692.3076923077 4 91 30588 "2023-09-25" 18.1081308 59.2387627 717
"Sickla industriväg 22" "sickla industriväg 22, 131 54 nacka, sweden" "Nacka" "Apartment" "Yes" 7100000 0 0 71356.783919598 4 99.5 10045 "2023-09-25" 18.118977 59.3055181 718
"Angskärsvägen 53" "angskärsvägen 53, 761 97 norrtälje, sweden" "Norrtälje" "Villa" "No" 5800000 0 0 35151.5151515152 6 165 36000 "2023-09-25" 18.8031294 59.7274184 719
"Svalgränd 3B" "svalgränd 3b, 172 36 sundbyberg, sweden" "Sundbyberg" "Apartment" "Yes" 2750000 155000 0.0597302504816957 66538.4615384615 2 39 4959 "2023-09-25" 17.9596406 59.3656445 720
"Fyrvaktarkroken 24" "fyrvaktarkroken 24, 121 32 enskededalen, sweden" "Stockholm" "Apartment" "Yes" 3500000 105000 0.0309278350515463 54758.064516129 2 62 6572 "2023-09-25" 18.0916863 59.2903162 721
"Grindtorps skolgränd 26" "grindtorps skolgränd 26, 183 47 täby, sweden" "Täby" "Apartment" "Yes" 5600000 -195000 -0.0336496980155306 67383.7209302326 3 86 8800 "2023-09-25" 18.0724603 59.4429044 722
"Årstaskogs väg 7B" "årstaskogs väg 7b, 117 55 stockholm, sweden" "Stockholm" "Apartment" "Yes" 5300000 105000 0.0202117420596728 64937.5 3 80 7800 "2023-09-25" 18.0308269 59.3012891 723
"Gaveliusgatan 6, 3 tr" "gaveliusgatan 6, 3 tr, 116 41 stockholm, sweden" "Stockholm" "Apartment" "Yes" 8710000 1235000 0.165217391304348 95833.3333333333 3 78 9378 "2023-09-25" 18.0934233 59.3093206 724
"Vendelsömalmsvägen 104" "vendelsömalmsvägen 104, 136 69 vendelsö, sweden" "Haninge" "Apartment" "Yes" 3050000 155000 0.0535405872193437 31129.0322580645 4 93 4800 "2023-09-25" 18.1788871 59.1900061 725
"Ängsövägen 11" "ängsövägen 11, 132 34 saltsjö-boo, sweden" "Nacka" "Villa" "No" 5620000 0 0 46446.2809917355 5 121 28522 "2023-09-25" 18.24629 59.3316169 726
"Titanvägen 11" "titanvägen 11, 761 64 norrtälje, sweden" "Norrtälje" "Terrace" "No" 3350000 -150000 -0.0428571428571428 27131.7829457364 5 129 38459 "2023-09-25" 18.7241499 59.7748732 727
"Dianavägen 21" "dianavägen 21, 115 42 stockholm, sweden" "Stockholm" "Apartment" "No" 8650000 655000 0.0819262038774233 86902.1739130435 4 92 8000 "2023-09-25" 18.100639 59.356472 728
"Söderberga Allé 58" "söderberga allé 58, 162 51 vällingby, sweden" "Stockholm" "Apartment" "Yes" 2200000 205000 0.102756892230576 28098.5915492958 2 71 7200 "2023-09-25" 17.897525 59.3591461 729
"Surbrunnsgatan 50, 4 tr" "surbrunnsgatan 50, 4 tr, 113 48 stockholm, sweden" "Stockholm" "Apartment" "No" 2695000 2e+05 0.0801603206412826 103958.333333333 1 24 1704 "2023-09-25" 18.0538877 59.3446265 730
"Emanuel Birkes väg 8J" "emanuel birkes väg 8j, 144 30 rönninge, sweden" "Salem" "Apartment" "Yes" 1495000 0 0 23178.2945736434 2 64.5 7104 "2023-09-25" 17.7676677 59.2008575 731
"Brännerigatan 5" "brännerigatan 5, 116 38 stockholm, sweden" "Stockholm" "Apartment" "No" 4350000 -45000 -0.0102389078498294 86176.4705882353 2 51 7320 "2023-09-25" 18.0805225 59.3106333 732
"Marknadsvägen 249" "marknadsvägen 249, 183 79 täby, sweden" "Täby" "Apartment" "Yes" 3400000 405000 0.135225375626043 37437.5 3 80 4000 "2023-09-25" 18.080918 59.4480265 733
"Torsholma 42D" "torsholma 42, 186 95 vallentuna, sweden" "Vallentuna" "Villa" "No" 3100000 -2e+05 -0.0606060606060606 47142.8571428571 4 70 37775 "2023-09-25" 18.1710501 59.6402292 734
"Silverdalsvägen 25" "silverdalsvägen 25, 191 38 sollentuna, sweden" "Sollentuna" "Apartment" "Yes" 3400000 4e+05 0.133333333333333 53097.3451327434 2 56.5 5400 "2023-09-25" 17.9804021 59.4036541 735
"Mariagatan 13A" "mariagatan 13a, 134 41 gustavsberg, sweden" "Värmdö" "Apartment" "No" 1595000 0 0 41973.6842105263 1 38 7755 "2023-09-25" 18.3914521 59.3247438 736
"Svartensgatan 10" "svartensgatan 10, 116 20 stockholm, sweden" "Stockholm" "Apartment" "No" 2400000 305000 0.145584725536993 99761.9047619048 1 21 -2108 "2023-09-25" 18.073448 59.3173178 737
"Järnlundsvägen 18" "järnlundsvägen 18, 120 60 årsta, sweden" "Stockholm" "Apartment" "Yes" 2950000 0 0 53636.3636363636 2 55 4800 "2023-09-25" 18.035956 59.2974557 738
"Murstensvägen 111, Epl" "murstensvägen 111, 186 36 vallentuna, sweden" "Vallentuna" "Apartment" "No" 1900000 -95000 -0.0476190476190477 28500 2 70 12040 "2023-09-25" 18.0865054 59.5379125 739
"Dalagatan 23A" "dalagatan 23a, 113 24 stockholm, sweden" "Stockholm" "Apartment" "No" 4300000 -195000 -0.0433815350389322 95638.2978723404 2 47 3480 "2023-09-25" 18.043382 59.3432133 740
"Kalkstigen 22" "kalkstigen 22, 196 33 kungsängen, sweden" "Upplands-Bro" "Terrace" "Yes" 3495000 0 0 25698.5294117647 6 136 46950 "2023-09-25" 17.7238 59.48662 741
"Bjursvägen 14" "bjursvägen 14, 194 66 upplands väsby, sweden" "Upplands Väsby" "Apartment" "Yes" 2840000 245000 0.094412331406551 28833.3333333333 3 90 6660 "2023-09-25" 17.9365843 59.4967522 742
"Idungatan 6, 3+4tr" "idungatan 6, 3, 113 45 stockholm, sweden" "Stockholm" "Apartment" "Yes" 12300000 4e+05 0.0336134453781514 91538.4615384615 5 130 23712 "2023-09-25" 18.0474343 59.3482932 743
"Inedalsgatan 21, 4tr" "inedalsgatan 21, 4tr, 112 33 stockholm, sweden" "Stockholm" "Apartment" "Yes" 6600000 605000 0.100917431192661 103362.068965517 2 58 6816 "2023-09-25" 18.0362175 59.3359205 744
"Chamottevägen 7" "chamottevägen 7, 134 40 gustavsberg, sweden" "Värmdö" "Apartment" "No" 3395000 0 0 47816.9014084507 3 71 6156 "2023-09-25" 18.3831151 59.3227855 745
"Västertorpsvägen 10, 3/3tr" "västertorpsvägen 10, 129 49 hägersten, sweden" "Stockholm" "Apartment" "Yes" 4100000 205000 0.0526315789473684 49617.8343949045 3 78.5 6900 "2023-09-25" 17.9754924 59.2917106 746
"Fabrikörvägen 10D" "fabrikörvägen 10d, 131 52 nacka strand, sweden" "Nacka" "Apartment" "No" 3250000 -45000 -0.0136570561456753 61018.5185185185 2 54 13826 "2023-09-25" 18.1562694 59.3166992 747
"Birkagatan 16A, 5tr" "birkagatan 16a, 5tr, 113 39 stockholm, sweden" "Stockholm" "Apartment" "Yes" 8600000 105000 0.0123602118893467 97643.6781609195 3 87 15763 "2023-09-25" 18.0350196 59.3402908 748
"Pyrolavägen 50" "pyrolavägen 50, 181 60 lidingö, sweden" "Lidingö" "Apartment" "No" 2850000 0 0 47500 2 60 8289 "2023-09-25" 18.1678089 59.3466988 749
"Pelles väg 3" "pelles väg 3, 135 58 tyresö, sweden" "Tyresö" "Villa" "No" 7e+06 -795000 -0.101988454137267 36087.962962963 7 216 45625 "2023-09-25" 18.2308796 59.2209499 750
"Svängvägen 73" "svängvägen 73, 141 41 huddinge, sweden" "Huddinge" "Apartment" "No" 2250000 -45000 -0.0196078431372549 45900 2 50 16680 "2023-09-25" 17.9713248 59.2546847 751
"Josef Ekbergs Gränd 2" "josef ekbergs gränd 2, 134 50 gustavsberg, sweden" "Värmdö" "Apartment" "Yes" 3980000 85000 0.0218228498074455 54859.1549295775 3 71 5185 "2023-09-25" 18.3831565 59.3208374 752
"Österängsvägen" "österängsvägen, 141 91 huddinge, sweden" "Huddinge" "Apartment" "No" 5250000 0 0 39179.1044776119 6 134 20942 "2023-09-25" 17.9673407 59.18819 753
"Värmlandsvägen 7C" "värmlandsvägen 7c, 123 48 farsta, sweden" "Stockholm" "Apartment" "Yes" 2300000 105000 0.0478359908883828 48241.7582417582 2 45.5 6240 "2023-09-25" 18.0860566 59.2474052 754
"Kyrkogatan 11" "kyrkogatan 11, 172 32 sundbyberg, sweden" "Sundbyberg" "Apartment" "Yes" 8910000 515000 0.0613460393091125 68811.4754098361 4 122 9480 "2023-09-25" 17.9714003 59.3649588 755
"Norrbackagatan 25A" "norrbackagatan 25a, 113 34 stockholm, sweden" "Stockholm" "Apartment" "No" 3525000 30000 0.00858369098712441 83214.2857142857 2 42 4463 "2023-09-25" 18.030757 59.3430963 756
"Vega allé 69" "vega allé 69, 136 57 haninge, sweden" "Haninge" "Apartment" "Yes" 3150000 0 0 44366.1971830986 3 71 8400 "2023-09-25" 18.1321711 59.1840041 757
"Grönbrink 20" "grönbrink 20, 153 93 mörkö, sweden" "Södertälje" "Villa" "No" 2600000 -250000 -0.0877192982456141 22619.0476190476 5 126 22521 "2023-09-25" 17.6619022 59.0082324 758
"Bammarbodavägen 36" "bammarbodavägen 36, 184 91 åkersberga, sweden" "Österåker" "Villa" "No" 1995000 0 0 66500 2 30 31899 "2023-09-25" 18.4356483 59.5242136 759
"Fredsgatan 9B" "fredsgatan 9b, 172 33 sundbyberg, sweden" "Sundbyberg" "Apartment" "No" 2950000 55000 0.0189982728842832 60312.5 2 48 14952 "2023-09-25" 17.9628568 59.3652801 760
"Nedre Egilsvägen 14" "nedre egilsvägen 14, 152 57 södertälje, sweden" "Södertälje" "Terrace" "Yes" 3320000 -75000 -0.0220913107511046 33950 4 100 6600 "2023-09-25" 17.6635858 59.1845879 761
"Kaskögatan 2, 4tr" "kaskögatan 2, 4tr, 164 76 kista, sweden" "Stockholm" "Apartment" "Yes" 1980000 85000 0.0448548812664908 25099.3377483444 3 75.5 15818 "2023-09-25" 17.9104481 59.4178246 762
"Sätunavägen 9C" "sätunavägen 9c, 195 46 märsta, sweden" "Sigtuna" "Apartment" "No" 1180000 -65000 -0.0522088353413654 32337.6623376623 1 38.5 2496 "2023-09-25" 17.8530709 59.6279822 763
"Vega allé 75" "vega allé 75, 136 57 haninge, sweden" "Haninge" "Apartment" "Yes" 2900000 -95000 -0.0317195325542571 39407.8947368421 3 76 14690 "2023-09-25" 18.131405 59.1839519 764
"Farstavägen 183" "farstavägen 183, 123 32 farsta, sweden" "Stockholm" "Apartment" "No" 2825000 -70000 -0.0241796200345423 38092.1052631579 3 76 20293 "2023-09-25" 18.0936384 59.2400192 765
"Plogvägen 4" "plogvägen 4, 762 61 rimbo, sweden" "Norrtälje" "Villa" "No" 2910000 -65000 -0.0218487394957984 35416.6666666667 4 84 48199 "2023-09-25" 18.3460817 59.7493262 766
"Åkerbyvägen 86" "åkerbyvägen 86, 183 35 täby, sweden" "Täby" "Apartment" "No" 2495000 0 0 46203.7037037037 2 54 7386 "2023-09-25" 18.0692398 59.446873 767
"Olof Palmes gata 12" "olof palmes gata 12, 111 37 stockholm, sweden" "Stockholm" "Apartment" "No" 4210000 -85000 -0.019790454016298 104756.097560976 2 41 5600 "2023-09-25" 18.061404 59.3362911 768
"Tilskogsvägen 13" "tilskogsvägen 13, 193 40 sigtuna, sweden" "Sigtuna" "Villa" "No" 7300000 -175000 -0.0234113712374582 45030.1204819277 6 166 15962 "2023-09-25" 17.7485855 59.6159498 769
"Wergelandsgatan 46G" "wergelandsgatan 46g, bromma, sweden" "Stockholm" "Apartment" "Yes" 1900000 -1e+05 -0.05 62500 1 32 4300 "2023-09-25" 17.8847682 59.3499481 770
"Kvarnbacksvägen 123" "kvarnbacksvägen 123, 168 74 bromma, sweden" "Stockholm" "Apartment" "Yes" 2950000 255000 0.0946196660482375 50373.8317757009 3 53.5 6996 "2023-09-25" 17.9425583 59.3403966 771
